item,avg_rating,rank,rating_sd,number_ratings,character
goth (not flower child),65.8,342,30.7,41,Moe Szyslak
cold (not warm),65.7,508,24.8,371,Moe Szyslak
leisurely (not hurried),65.6,291,28.4,402,Moe Szyslak
foolish (not wise),65.4,396,26.2,409,Moe Szyslak
unfixable (not fixable),65.4,319,31.5,58,Moe Szyslak
masochistic (not pain-avoidant),65.4,349,32.3,49,Moe Szyslak
individualist (not communal),65.3,674,30.4,76,Moe Szyslak
straight (not queer),65.1,1108,29.5,162,Moe Szyslak
incompetent (not competent),64.9,165,27.2,362,Moe Szyslak
jealous (not opinionated),64.9,122,34.3,36,Moe Szyslak
intimate (not formal),64.8,526,25,154,Moe Szyslak
loud (not quiet),64.7,700,28.2,408,Moe Szyslak
short (not tall),64.7,426,22.1,440,Moe Szyslak
💀 (not 🎃),64.7,573,34.2,60,Moe Szyslak
bored (not interested),64.6,119,27.5,43,Moe Szyslak
close-minded (not open-minded),64.6,364,28.9,354,Moe Szyslak
opinionated (not neutral),64.6,1389,33.6,69,Moe Szyslak
monotone (not expressive),64.4,314,32,48,Moe Szyslak
uncreative (not open to new experinces),64.3,214,31.5,338,Moe Szyslak
efficient (not overprepared),64.3,819,24.9,42,Moe Szyslak
oxymoron (not tautology),64.3,293,23.7,23,Moe Szyslak
physical (not intellectual),64.1,415,26.9,422,Moe Szyslak
subdued (not exuberant),64.1,330,30.4,58,Moe Szyslak
arcane (not mainstream),63.9,607,28.1,318,Moe Szyslak
indiscreet (not tactful),63.9,265,31.9,121,Moe Szyslak
remote (not involved),63.8,116,28.4,334,Moe Szyslak
enslaved (not emancipated),63.7,172,30,313,Moe Szyslak
thin (not thick),63.7,731,28.9,251,Moe Szyslak
distant (not touchy-feely),63.6,686,27.6,61,Moe Szyslak
direct (not roundabout),63.4,995,31.3,357,Moe Szyslak
entitled (not grateful),63.4,637,30.1,53,Moe Szyslak
intense (not lighthearted),63.2,997,33,48,Moe Szyslak
ignorant (not knowledgeable),63.2,259,29.8,57,Moe Szyslak
🥶 (not 🥵),63.2,364,30.5,59,Moe Szyslak
hard (not soft),63.1,755,29.1,380,Moe Szyslak
hard-work (not natural-talent),63,806,29.7,64,Moe Szyslak
💩 (not 🌟),62.9,263,30.6,133,Moe Szyslak
businesslike (not chivalrous),62.8,604,30.2,63,Moe Szyslak
builder (not explorer),62.7,509,25.2,309,Moe Szyslak
deviant (not average),62.6,846,31.6,262,Moe Szyslak
unorthodox (not traditional),62.6,768,32.4,62,Moe Szyslak
punchable (not loveable),62.6,422,32.2,67,Moe Szyslak
nerd (not jock),62.5,865,28.3,410,Moe Szyslak
judgemental (not accepting),62.4,675,32.4,259,Moe Szyslak
receiving (not giving),62.2,493,32.4,42,Moe Szyslak
arrogant (not humble),62.1,792,28.3,406,Moe Szyslak
artistic (not scientific),62,642,24.2,369,Moe Szyslak
zany (not regular),61.9,768,28.9,125,Moe Szyslak
conventional (not creative),61.8,525,29.4,377,Moe Szyslak
careful (not brave),61.7,343,25.7,388,Moe Szyslak
two-faced (not one-faced),61.7,449,31,57,Moe Szyslak
literary (not mathematical),61.5,824,26.1,304,Moe Szyslak
envious (not prideful),61.5,116,31.6,62,Moe Szyslak
lazy (not diligent),61.4,132,27.1,367,Moe Szyslak
real (not philosophical),61.4,919,29.9,286,Moe Szyslak
machiavellian (not transparent),61.4,608,31.7,31,Moe Szyslak
exhibitionist (not bashful),61.3,848,32.3,47,Moe Szyslak
genocidal (not not genocidal),61.3,332,32.2,38,Moe Szyslak
racist (not egalitarian),61.2,190,25,115,Moe Szyslak
🦇 (not 🐿),61.2,526,34.2,108,Moe Szyslak
loose (not tight),61.2,392,30.5,49,Moe Szyslak
impulsive (not cautious),61.1,723,31,340,Moe Szyslak
nonpolitical (not political),61.1,452,30.9,381,Moe Szyslak
doer (not thinker),61.1,941,30,61,Moe Szyslak
👻 (not 🤖),61,645,29.2,123,Moe Szyslak
flimsy (not sturdy),61,324,29.5,47,Moe Szyslak
whimsical (not rational),60.9,548,27.2,364,Moe Szyslak
rigid (not flexible),60.9,740,29.7,330,Moe Szyslak
romantic (not dispassionate),60.9,1085,30.4,52,Moe Szyslak
outsider (not insider),60.8,664,35,262,Moe Szyslak
juvenile (not mature),60.8,606,27.6,96,Moe Szyslak
straightforward (not cryptic),60.7,1055,32.8,383,Moe Szyslak
resigned (not resistant),60.7,95,32.4,348,Moe Szyslak
urban (not rural),60.7,1112,30.9,211,Moe Szyslak
🥾 (not 👟),60.7,638,33.7,123,Moe Szyslak
tardy (not on-time),60.6,442,30.1,52,Moe Szyslak
extreme (not moderate),60.5,989,30.2,339,Moe Szyslak
hard (not soft),60.5,817,28.6,94,Moe Szyslak
hedonist (not monastic),60.5,645,31.7,83,Moe Szyslak
😎 (not 🧐),60.5,786,33,119,Moe Szyslak
unfaithful (not devoted),60.4,189,33.5,39,Moe Szyslak
submissive (not dominant),60.3,456,30.5,372,Moe Szyslak
authoritarian (not democratic),60.2,587,31.5,351,Moe Szyslak
😬 (not 😏),60.2,457,34.7,106,Moe Szyslak
long-winded (not concise),60.2,477,26.5,37,Moe Szyslak
winter (not summer),60.1,669,31.2,30,Moe Szyslak
works hard (not plays hard),60,1091,28.2,374,Moe Szyslak
generalist (not specialist),59.8,261,32.3,86,Moe Szyslak
oblivious (not alert),59.8,406,29.6,112,Moe Szyslak
blacksmith (not tailor),59.6,513,29.8,35,Moe Szyslak
stuttering (not rhythmic),59.5,294,31.7,55,Moe Szyslak
serious (not playful),59.4,997,28.3,399,Moe Szyslak
literal (not metaphorical),59.4,934,32.7,327,Moe Szyslak
bad boy (not white knight),59.3,596,26,34,Moe Szyslak
realistic (not fantastical),59.2,890,32.7,50,Moe Szyslak
tiresome (not interesting),59.1,237,29,367,Moe Szyslak
flirtatious (not prudish),59,830,30.3,42,Moe Szyslak
Greek (not Roman),58.9,325,32.4,35,Moe Szyslak
villainous (not heroic),58.8,376,22.4,419,Moe Szyslak
subjective (not objective),58.8,558,32,65,Moe Szyslak
dorky (not cool),58.8,647,30.2,111,Moe Szyslak
wavering (not resolute),58.6,245,29,108,Moe Szyslak
emotional (not unemotional),58.6,1222,32.5,40,Moe Szyslak
💪 (not 🧠),58.5,434,26.6,133,Moe Szyslak
quirky (not predictable),58.5,722,28.7,32,Moe Szyslak
weakass (not badass),58.4,340,32.8,47,Moe Szyslak
empirical (not theoretical),58.3,695,29.4,305,Moe Szyslak
wild (not tame),58.3,1009,29.9,342,Moe Szyslak
reclusive (not social),58.3,653,31.6,178,Moe Szyslak
🙅‍♂️ (not 🙋‍♂️),58.3,543,34.2,130,Moe Szyslak
earth (not air),58.3,1029,33.6,58,Moe Szyslak
simple (not complicated),58.2,347,32.6,367,Moe Szyslak
always down (not picky),58.2,436,33.3,42,Moe Szyslak
sensitive (not thick-skinned),58.1,660,30.1,375,Moe Szyslak
down2earth (not head@clouds),58,863,32.7,377,Moe Szyslak
western (not eastern),57.7,1182,33.5,151,Moe Szyslak
🤑 (not 🤠),57.7,586,34,115,Moe Szyslak
dry (not moist),57.7,688,32.5,44,Moe Szyslak
bold (not shy),57.6,1542,29.6,418,Moe Szyslak
vain (not demure),57.5,786,30.2,293,Moe Szyslak
independent (not codependent),57.5,1099,36,381,Moe Szyslak
traitorous (not loyal),57.4,336,30,423,Moe Szyslak
introvert (not extrovert),57.4,622,29,401,Moe Szyslak
soulless (not soulful),57.4,361,30,82,Moe Szyslak
city-slicker (not country-bumpkin),57.2,1210,34.5,133,Moe Szyslak
🎨 (not 🏀),56.7,1085,30.1,43,Moe Szyslak
cruel (not kind),56.6,429,24.9,360,Moe Szyslak
demanding (not unchallenging),56.6,1416,35.9,53,Moe Szyslak
methodical (not astonishing),56.5,1016,28.6,344,Moe Szyslak
🤡 (not 👽),56.5,588,34.7,123,Moe Szyslak
ADHD (not OCD),56.5,585,34.1,45,Moe Szyslak
hesitant (not decisive),56.3,408,30.6,384,Moe Szyslak
experimental (not reliable),56.3,720,32.1,45,Moe Szyslak
pro (not noob),56.2,1373,29.6,126,Moe Szyslak
shallow (not deep),56.2,471,32.2,164,Moe Szyslak
🤔 (not 🤫),56.2,993,34.1,121,Moe Szyslak
🤺 (not 🏌),55.9,1351,31.1,120,Moe Szyslak
slow-talking (not fast-talking),55.9,500,27,41,Moe Szyslak
stoic (not expressive),55.7,664,29.2,373,Moe Szyslak
animalistic (not human),55.7,392,29.8,367,Moe Szyslak
conservative (not liberal),55.6,537,31.9,99,Moe Szyslak
fire (not water),55.6,1086,34.9,56,Moe Szyslak
purple (not orange),55.5,772,31.5,299,Moe Szyslak
lenient (not strict),55.3,760,29.3,413,Moe Szyslak
bossy (not meek),55.3,1292,29.7,385,Moe Szyslak
deliberate (not spontaneous),55,1139,31.2,332,Moe Szyslak
spicy (not mild),54.9,1155,29.4,335,Moe Szyslak
quitter (not persistent),54.9,60,35.1,107,Moe Szyslak
suspicious (not awkward),54.6,1180,34.4,361,Moe Szyslak
patriotic (not unpatriotic),54.6,1332,30.4,117,Moe Szyslak
unambiguous (not mysterious),54.4,966,31.8,398,Moe Szyslak
lover (not fighter),54.4,873,30.5,52,Moe Szyslak
circular (not linear),54.3,737,29.8,36,Moe Szyslak
sleepy (not frenzied),54.3,160,28.7,60,Moe Szyslak
obsessed (not aloof),54.2,1315,31.9,367,Moe Szyslak
Pepsi (not Coke),54,625,37.8,59,Moe Szyslak
funny (not humorless),53.8,1101,30.3,413,Moe Szyslak
vulnerable (not armoured),53.8,612,32.8,324,Moe Szyslak
passive (not assertive),53.8,443,31.8,321,Moe Szyslak
classical (not avant-garde),53.7,1032,31.6,64,Moe Szyslak
English (not German),53.7,1714,31.2,47,Moe Szyslak
factual (not poetic),53.7,1056,32.5,51,Moe Szyslak
radical (not centrist),53.7,982,31.4,37,Moe Szyslak
princess (not queen),53.4,645,33.5,25,Moe Szyslak
private (not gregarious),53.3,1196,31.7,359,Moe Szyslak
😜 (not 🤐),53.3,865,30.7,100,Moe Szyslak
claustrophobic (not spelunker),53.3,552,31.6,54,Moe Szyslak
sage (not whippersnapper),53.3,841,34.1,46,Moe Szyslak
modest (not flamboyant),53.2,1025,30.4,441,Moe Szyslak
hoarder (not unprepared),53.2,1182,32.7,278,Moe Szyslak
workaholic (not slacker),53.2,1485,31.6,95,Moe Szyslak
unobservant (not perceptive),53.2,292,29.9,54,Moe Szyslak
epic (not deep),52.7,912,28.9,49,Moe Szyslak
playful (not shy),52.6,1388,27.8,367,Moe Szyslak
chill (not offended),52.5,750,31.8,54,Moe Szyslak
believable (not poorly-written),52.5,1847,30.6,54,Moe Szyslak
hypochondriac (not stoic),52.3,682,30.4,43,Moe Szyslak
irrelevant (not important),52.2,255,28.4,222,Moe Szyslak
introspective (not not introspective),52.2,1363,32.3,143,Moe Szyslak
pretentious (not unassuming),52.1,1104,32.3,106,Moe Szyslak
metrosexual (not macho),52.1,1202,32.2,50,Moe Szyslak
resourceful (not helpless),51.9,1651,29.4,94,Moe Szyslak
abstract (not concrete),51.8,762,31.2,125,Moe Szyslak
contrarian (not yes-man),51.8,1261,32.1,32,Moe Szyslak
sporty (not bookish),51.7,745,25.7,329,Moe Szyslak
common sense (not analysis),51.6,754,28.4,41,Moe Szyslak
neurotypical (not autistic),51.5,1591,30.6,393,Moe Szyslak
trusting (not charming),51.5,867,25.9,364,Moe Szyslak
no-nonsense (not dramatic),51.3,893,34.4,150,Moe Szyslak
hunter (not gatherer),51.3,1066,32.7,52,Moe Szyslak
serious (not bold),51.2,875,30,405,Moe Szyslak
'right-brained' (not 'left-brained'),51.2,829,28.7,236,Moe Szyslak
industrial (not domestic),51.1,1030,30.4,81,Moe Szyslak
variable (not consistent),50.1,755,32.8,57,Moe Szyslak
triggered (not trolling),50.9,1411,31.2,53,Moe Szyslak
asexual (not sexual),50.1,622,33.1,54,Moe Szyslak
ranged (not melee),50.8,1248,28.3,43,Moe Szyslak
spontaneous (not scheduled),50.3,870,31.6,347,Moe Szyslak
mischievous (not well behaved),95.6,18,8.4,411,Nelson Muntz
physical (not intellectual),94.5,3,9.5,423,Nelson Muntz
rebellious (not obedient),94.1,36,9.7,383,Nelson Muntz
scruffy (not manicured),93.5,14,9.6,409,Nelson Muntz
insulting (not complimentary),93.5,7,8.6,90,Nelson Muntz
💪 (not 🧠),92.8,5,11.9,142,Nelson Muntz
rude (not respectful),92.6,10,10.8,467,Nelson Muntz
unpolished (not eloquent),92.5,4,13.7,312,Nelson Muntz
juvenile (not mature),92.4,13,9.2,77,Nelson Muntz
rugged (not refined),92.1,10,11.7,477,Nelson Muntz
outlaw (not sheriff),92,31,14.5,346,Nelson Muntz
loud (not quiet),91.4,73,13.4,441,Nelson Muntz
impatient (not patient),91.1,41,10.4,152,Nelson Muntz
disreputable (not prestigious),91,4,14.6,345,Nelson Muntz
goof-off (not studious),90.9,25,15.9,145,Nelson Muntz
ferocious (not pacifist),90.8,48,12.6,418,Nelson Muntz
impulsive (not cautious),90.8,59,13.2,451,Nelson Muntz
quarrelsome (not warm),90.7,63,13.9,401,Nelson Muntz
👨‍🔧 (not 👨‍⚕️),90.7,26,14.2,116,Nelson Muntz
tardy (not on-time),90.5,12,13.3,57,Nelson Muntz
rough (not smooth),90.4,13,11.9,381,Nelson Muntz
poor (not rich),90.3,15,13.4,368,Nelson Muntz
competitive (not cooperative),90,152,14.7,449,Nelson Muntz
doer (not thinker),90,15,13.7,57,Nelson Muntz
muddy (not washed),90,9,13.4,43,Nelson Muntz
bossy (not meek),89.6,147,15.7,407,Nelson Muntz
slacker (not workaholic),89.6,17,16.8,93,Nelson Muntz
vengeful (not forgiving),89.3,107,15.7,432,Nelson Muntz
drop out (not valedictorian),89.2,23,21.3,130,Nelson Muntz
chaotic (not orderly),89,72,13.1,420,Nelson Muntz
scandalous (not proper),88.9,57,13.4,362,Nelson Muntz
dominant (not submissive),88.8,191,16,502,Nelson Muntz
barbaric (not civilized),88.8,21,13,422,Nelson Muntz
messy (not neat),88.7,43,13.4,302,Nelson Muntz
assertive (not passive),88.6,104,17.9,346,Nelson Muntz
cocky (not timid),88.6,179,18.3,49,Nelson Muntz
judgemental (not accepting),88.4,115,18.6,258,Nelson Muntz
feisty (not gracious),88.3,61,14.3,353,Nelson Muntz
masculine (not feminine),88.2,209,14.2,429,Nelson Muntz
instinctual (not reasoned),88.2,27,15.4,388,Nelson Muntz
wild (not tame),88.2,125,13.5,375,Nelson Muntz
underachiever (not overachiever),88.2,7,19.9,59,Nelson Muntz
jaded (not innocent),88.1,101,10.8,52,Nelson Muntz
moody (not stable),87.9,102,14.8,412,Nelson Muntz
🧢 (not 🎩),87.8,33,20.8,130,Nelson Muntz
arrogant (not humble),87.7,168,15.5,426,Nelson Muntz
lowbrow (not highbrow),87.5,4,18.8,352,Nelson Muntz
f***-the-police (not tattle-tale),87.5,190,22.5,62,Nelson Muntz
punk rock (not preppy),87.5,89,16.3,60,Nelson Muntz
slovenly (not stylish),87.4,20,14.4,418,Nelson Muntz
stinky (not fresh),87.1,22,16.9,203,Nelson Muntz
young (not old),87,120,16.7,394,Nelson Muntz
edgy (not politically correct),87,61,15.2,396,Nelson Muntz
traumatized (not flourishing),87,65,11,49,Nelson Muntz
stubborn (not accommodating),87,214,19.4,63,Nelson Muntz
😈 (not 😇),86.9,113,14.1,141,Nelson Muntz
blue-collar (not ivory-tower),86.6,46,25.5,372,Nelson Muntz
self-destructive (not self-improving),86.5,55,15.8,54,Nelson Muntz
cannibal (not vegan),86.4,65,19.3,46,Nelson Muntz
interrupting (not attentive),86.4,66,18.4,61,Nelson Muntz
focused on the present (not focused on the future),86.3,14,16.9,432,Nelson Muntz
ADHD (not OCD),85.9,50,18.6,52,Nelson Muntz
cruel (not kind),85.8,85,14.7,408,Nelson Muntz
extreme (not moderate),85.8,200,14.2,380,Nelson Muntz
backdoor (not official),85.8,63,19.6,370,Nelson Muntz
👩‍🎤 (not 👩‍🔬),85.8,84,14,141,Nelson Muntz
selfish (not altruistic),85.6,143,17.2,469,Nelson Muntz
mad (not glad),85.6,89,15.7,111,Nelson Muntz
plays hard (not works hard),85.6,43,16.6,379,Nelson Muntz
authoritarian (not democratic),85.6,91,21.4,357,Nelson Muntz
low-tech (not high-tech),85.5,43,15.6,381,Nelson Muntz
🐴 (not 🦄),85.5,49,21.3,122,Nelson Muntz
bold (not shy),85.4,520,18.6,439,Nelson Muntz
low IQ (not high IQ),85.4,11,17.2,346,Nelson Muntz
🐒 (not 🐩),85.4,31,20,120,Nelson Muntz
lewd (not tasteful),85.2,33,17.4,439,Nelson Muntz
poisonous (not nurturing),85.2,130,18.5,138,Nelson Muntz
jock (not nerd),85.1,85,18.6,368,Nelson Muntz
thick (not thin),85.1,61,13.8,285,Nelson Muntz
lost (not enlightened),85,22,15.9,57,Nelson Muntz
freelance (not corporate),85,173,18.9,56,Nelson Muntz
demonic (not angelic),84.7,108,14.2,396,Nelson Muntz
repulsive (not attractive),84.6,36,14.9,431,Nelson Muntz
heathen (not devout),84.4,23,19.6,404,Nelson Muntz
crafty (not scholarly),84.3,73,16.1,390,Nelson Muntz
villainous (not heroic),84.2,98,14.4,443,Nelson Muntz
angry (not good-humored),84.2,75,16.1,374,Nelson Muntz
spontaneous (not scheduled),84.1,158,19.7,386,Nelson Muntz
whippersnapper (not sage),84,14,21.4,40,Nelson Muntz
ignorant (not knowledgeable),83.9,36,20.3,51,Nelson Muntz
fire (not water),83.8,214,17.3,54,Nelson Muntz
fighter (not lover),83.8,84,20.7,65,Nelson Muntz
sporty (not bookish),83.6,122,19.3,361,Nelson Muntz
foolish (not wise),83.6,61,17.3,451,Nelson Muntz
rustic (not cultured),83.6,31,18.2,48,Nelson Muntz
deviant (not average),83.5,130,19.5,268,Nelson Muntz
hunter (not gatherer),83.5,193,18.9,48,Nelson Muntz
side character (not main character),83.5,135,24.4,51,Nelson Muntz
suspicious (not trusting),83.3,206,18.4,432,Nelson Muntz
bitter (not sweet),83.3,161,16.5,370,Nelson Muntz
street-smart (not sheltered),83.3,275,22.5,326,Nelson Muntz
desperate (not high standards),83.2,50,23.6,76,Nelson Muntz
sarcastic (not genuine),83,117,23.4,381,Nelson Muntz
ugly (not beautiful),83,25,20.1,100,Nelson Muntz
dunce (not genius),82.8,30,17.2,489,Nelson Muntz
offended (not chill),82.8,147,22.2,42,Nelson Muntz
fearmongering (not reassuring),82.8,113,19.8,47,Nelson Muntz
disorganized (not self-disciplined),82.6,75,23.8,399,Nelson Muntz
entitled (not grateful),82.6,216,17.3,50,Nelson Muntz
opinionated (not neutral),82.6,511,21.5,58,Nelson Muntz
unmotivated (not motivated),82.6,13,23,34,Nelson Muntz
gendered (not androgynous),82.2,457,24.6,124,Nelson Muntz
debased (not pure),82.1,158,19.4,360,Nelson Muntz
stingy (not generous),81.9,134,23,71,Nelson Muntz
emotional (not logical),81.8,166,19.7,434,Nelson Muntz
deranged (not reasonable),81.7,128,16.5,137,Nelson Muntz
bad boy (not white knight),81.7,137,22,52,Nelson Muntz
salacious (not wholesome),81.5,149,22.9,112,Nelson Muntz
🤣 (not 😊),81.5,59,20.3,150,Nelson Muntz
close-minded (not open-minded),81.4,101,19.3,372,Nelson Muntz
proletariat (not bourgeoisie),81.3,72,28.5,342,Nelson Muntz
folksy (not presidential),81.3,81,23.3,47,Nelson Muntz
🙃 (not 🥰),81.2,112,20.3,168,Nelson Muntz
haunted (not blissful),81.2,255,17.5,60,Nelson Muntz
off-key (not musical),81.1,42,19.9,52,Nelson Muntz
straightforward (not cryptic),81,125,24.1,349,Nelson Muntz
direct (not roundabout),81,281,25.2,416,Nelson Muntz
cunning (not honorable),80.9,174,19.5,449,Nelson Muntz
gloomy (not sunny),80.8,193,15.6,43,Nelson Muntz
perverted (not clean),80.8,114,16,56,Nelson Muntz
guarded (not open),80.7,425,21.7,370,Nelson Muntz
sexist (not feminist),80.5,128,22.4,146,Nelson Muntz
punchable (not loveable),80.4,151,23.4,50,Nelson Muntz
anarchist (not statist),80.1,123,24.1,166,Nelson Muntz
pessimistic (not optimistic),80.1,118,20.6,362,Nelson Muntz
provincial (not cosmopolitan),80.1,51,23.8,294,Nelson Muntz
resistant (not resigned),80.1,160,23.5,382,Nelson Muntz
scrub (not legit),80.1,31,22.6,159,Nelson Muntz
experimental (not reliable),80,148,22.9,44,Nelson Muntz
lazy (not diligent),79.9,25,21.7,405,Nelson Muntz
🏀 (not 🎨),79.9,198,25.1,61,Nelson Muntz
intense (not lighthearted),79.8,421,22.1,78,Nelson Muntz
miserable (not joyful),79.8,198,18.9,120,Nelson Muntz
🙅‍♂️ (not 🙋‍♂️),79.7,86,23.3,117,Nelson Muntz
Russian (not French),79.3,53,23.4,64,Nelson Muntz
outsider (not insider),79.1,86,21.9,273,Nelson Muntz
brave (not careful),78.9,280,18.2,433,Nelson Muntz
hard (not soft),78.8,281,21,374,Nelson Muntz
🐐 (not 🦒),78.7,61,23.5,191,Nelson Muntz
ludicrous (not sensible),78.6,149,21.1,394,Nelson Muntz
receiving (not giving),78.4,197,27.4,34,Nelson Muntz
blacksmith (not tailor),78.3,112,24.2,48,Nelson Muntz
country-bumpkin (not city-slicker),78.2,123,28.7,125,Nelson Muntz
unlucky (not fortunate),78,132,20.1,384,Nelson Muntz
repetitive (not varied),77.9,88,24.6,177,Nelson Muntz
🤠 (not 🤑),77.8,252,25.3,104,Nelson Muntz
depressed (not bright),77.7,119,17.1,358,Nelson Muntz
alpha (not beta),77.3,532,26.1,388,Nelson Muntz
trash (not treasure),77.3,87,23.7,159,Nelson Muntz
exaggerating (not factual),77.3,288,24.1,58,Nelson Muntz
💔 (not 💝),77.2,163,24.2,198,Nelson Muntz
🤺 (not 🏌),77.1,476,23.1,123,Nelson Muntz
melee (not ranged),77.1,39,29.8,57,Nelson Muntz
cold (not warm),77.1,245,22.6,389,Nelson Muntz
incompetent (not competent),77.1,65,22.3,380,Nelson Muntz
real (not philosophical),77.1,188,23.9,292,Nelson Muntz
indulgent (not sober),77,279,23.1,403,Nelson Muntz
sad (not happy),77,254,16.8,366,Nelson Muntz
